SaleID,SaleDate,UserID,CompanyLocationID
7883,2022-01-30,47,7
7886,2022-01-30,86,8
7891,2022-01-30,57,10
7894,2022-01-30,95,4
7895,2022-01-30,47,7
7898,2022-01-30,93,5
7900,2022-01-30,84,1
7903,2022-01-30,57,10
7905,2022-01-30,14,5
7906,2022-01-30,93,5
7907,2022-01-30,47,7
7909,2022-01-30,14,5
7910,2022-01-30,71,2
7911,2022-01-30,47,7
7914,2022-01-30,86,8
7917,2022-01-30,71,2
7924,2022-01-30,47,7
7929,2022-01-30,86,8
7932,2022-01-30,84,1
7938,2022-01-30,93,5
7939,2022-01-30,47,7
7940,2022-01-30,67,8
7944,2022-01-30,47,7
7949,2022-01-30,47,7
7951,2022-01-30,73,6
7955,2022-01-30,84,1
7956,2022-01-30,71,2
7958,2022-01-30,47,7
7959,2022-01-30,14,5
7960,2022-01-30,57,10
7962,2022-01-30,71,2
7963,2022-01-30,57,10
7969,2022-01-30,57,10
7970,2022-01-30,71,2
7976,2022-01-30,84,1
7977,2022-01-30,71,2
7978,2022-01-30,84,1
7980,2022-01-30,88,6
7982,2022-01-30,86,8
7986,2022-01-30,47,7
7989,2022-01-30,67,8
7995,2022-01-30,71,2
7998,2022-01-30,57,10
7999,2022-01-30,84,1
8002,2022-01-30,57,10
8004,2022-01-30,84,1
8005,2022-01-30,86,8
8013,2022-01-30,88,6
8015,2022-01-30,57,10
8016,2022-01-30,67,8
8019,2022-01-30,67,8
8020,2022-01-30,57,10
8021,2022-01-30,11,7
8023,2022-01-30,86,8
8025,2022-01-30,86,8
8026,2022-01-30,57,10
8027,2022-01-30,95,4
8032,2022-01-30,12,2
8035,2022-01-30,84,1
8038,2022-01-30,57,10
8039,2022-01-30,88,6
8049,2022-01-30,12,2
8050,2022-01-30,84,1
8054,2022-01-30,57,10
8055,2022-01-30,57,10
8059,2022-01-30,57,10
8063,2022-01-30,67,8
8066,2022-01-30,12,2
8074,2022-01-30,57,10
8075,2022-01-30,71,2
8077,2022-01-30,57,10
8078,2022-01-30,12,2
8080,2022-01-30,11,7
8083,2022-01-30,57,10
8085,2022-01-30,57,10
8086,2022-01-30,71,2
8088,2022-01-30,14,5
8089,2022-01-30,86,8
8090,2022-01-30,71,2
8091,2022-01-30,86,8
8093,2022-01-30,71,2
8094,2022-01-30,57,10
8096,2022-01-30,57,10
8098,2022-01-30,67,8
8100,2022-01-30,57,10
8101,2022-01-30,73,6
8103,2022-01-30,57,10
8104,2022-01-30,67,8
8105,2022-01-30,71,2
8106,2022-01-30,57,10
8107,2022-01-30,57,10
8108,2022-01-30,86,8
8109,2022-01-30,57,10
8110,2022-01-30,57,10
8112,2022-01-30,12,2
8117,2022-01-30,88,6
8122,2022-01-30,11,7
8123,2022-01-30,86,8
8126,2022-01-30,84,1
8127,2022-01-30,84,1
8129,2022-01-30,67,8
8138,2022-01-30,73,6
8141,2022-01-30,84,1
8144,2022-01-30,57,10
8145,2022-01-30,11,7
8147,2022-01-30,57,10
8148,2022-01-30,11,7
8154,2022-01-30,14,5
8157,2022-01-30,11,7
8158,2022-01-30,11,7
8159,2022-01-30,95,4
8160,2022-01-30,57,10
8162,2022-01-30,71,2
8163,2022-01-30,14,5
8164,2022-01-30,12,2
8165,2022-01-30,11,7
8166,2022-01-30,57,10
8168,2022-01-30,12,2
8170,2022-01-30,14,5
8172,2022-01-30,57,10
8175,2022-01-30,88,6
8176,2022-01-30,95,4
8178,2022-01-30,67,8
8182,2022-01-30,12,2
8184,2022-01-30,86,8
8185,2022-01-30,95,4
8187,2022-01-30,84,1
8188,2022-01-30,93,5
8190,2022-01-30,11,7
8193,2022-01-30,84,1
8195,2022-01-30,93,5
8197,2022-01-30,71,2
8198,2022-01-30,67,8
8201,2022-01-30,67,8
8208,2022-01-30,93,5
8210,2022-01-30,84,1
8212,2022-01-30,93,5
8214,2022-01-30,84,1
8215,2022-01-30,73,6
8219,2022-01-30,73,6
8220,2022-01-30,12,2
8221,2022-01-30,12,2
8225,2022-01-30,12,2
8227,2022-01-30,12,2
8230,2022-01-30,57,10
8236,2022-01-30,86,8
8238,2022-01-30,12,2
8239,2022-01-30,93,5
8242,2022-01-30,12,2
8247,2022-01-30,73,6
8248,2022-01-30,57,10
8250,2022-01-30,84,1
8252,2022-01-30,86,8
8253,2022-01-30,14,5
8254,2022-01-30,67,8
8255,2022-01-30,88,6
8258,2022-01-30,95,4
8259,2022-01-30,88,6
8263,2022-01-30,12,2
8265,2022-01-30,57,10
8266,2022-01-30,57,10
8267,2022-01-30,57,10
8271,2022-01-30,95,4
8273,2022-01-30,11,7
8274,2022-01-30,88,6
8276,2022-01-30,88,6
8277,2022-01-30,93,5
8278,2022-01-30,67,8
8279,2022-01-30,57,10
8284,2022-01-30,12,2
8286,2022-01-30,67,8
8288,2022-01-30,84,1
8289,2022-01-30,11,7
8294,2022-01-30,57,10
8297,2022-01-30,14,5
8301,2022-01-30,86,8
8302,2022-01-30,12,2
8303,2022-01-30,67,8
8304,2022-01-30,57,10
8305,2022-01-30,14,5
8306,2022-01-30,84,1
8307,2022-01-30,84,1
8309,2022-01-30,14,5
8311,2022-01-30,14,5
8314,2022-01-30,93,5
8317,2022-01-30,11,7
8318,2022-01-30,84,1
8319,2022-01-30,12,2
8322,2022-01-30,84,1
8324,2022-01-30,93,5
8325,2022-01-30,11,7
8326,2022-01-30,84,1
8329,2022-01-30,93,5
8330,2022-01-30,57,10
8331,2022-01-30,93,5
8335,2022-01-30,84,1
8337,2022-01-30,11,7
8338,2022-01-30,57,10
8339,2022-01-30,93,5
8340,2022-01-30,12,2
8342,2022-01-30,93,5
8343,2022-01-30,93,5
8344,2022-01-30,93,5
8345,2022-01-30,57,10
8347,2022-01-30,71,2
8348,2022-01-30,93,5
8349,2022-01-30,12,2
8353,2022-01-30,57,10
8358,2022-01-30,57,10
8359,2022-01-30,71,2
8360,2022-01-30,57,10
8361,2022-01-30,93,5
8363,2022-01-30,57,10
8366,2022-01-30,14,5
8367,2022-01-30,84,1
8370,2022-01-30,71,2
8372,2022-01-30,84,1
8373,2022-01-30,12,2
8374,2022-01-30,93,5
8375,2022-01-30,11,7
8376,2022-01-30,11,7
8385,2022-01-30,84,1
8386,2022-01-30,71,2
8387,2022-01-30,93,5
8388,2022-01-30,12,2
8395,2022-01-30,93,5
8396,2022-01-30,93,5
8397,2022-01-30,71,2
8398,2022-01-30,93,5
8399,2022-01-30,73,6
8400,2022-01-30,88,6
8401,2022-01-30,93,5
8403,2022-01-30,84,1
8405,2022-01-30,93,5
8406,2022-01-30,11,7
8407,2022-01-30,95,4
8409,2022-01-30,12,2
8410,2022-01-30,12,2
8411,2022-01-30,11,7
8413,2022-01-30,57,10
8415,2022-01-30,57,10
8416,2022-01-30,71,2
8419,2022-01-30,12,2
8423,2022-01-30,11,7
8427,2022-01-31,86,8
8428,2022-01-31,86,8
8430,2022-01-31,86,8
8433,2022-01-31,86,8
8435,2022-01-31,86,8
8437,2022-01-31,86,8
8438,2022-01-31,86,8
8439,2022-01-31,86,8
8440,2022-01-31,86,8
8441,2022-01-31,86,8
8442,2022-01-31,86,8
8443,2022-01-31,86,8
8444,2022-01-31,86,8
8445,2022-01-31,15,8
8453,2022-01-31,15,8
8457,2022-01-31,86,8
8459,2022-01-31,86,8
8461,2022-01-31,15,8
8463,2022-01-31,15,8
8465,2022-01-31,86,8
8475,2022-01-31,15,8
8479,2022-01-31,15,8
8480,2022-01-31,15,8
8486,2022-01-31,86,8
8487,2022-01-31,15,8
8491,2022-01-31,15,8
8493,2022-01-31,15,8
8497,2022-01-31,15,8
8499,2022-01-31,86,8
8500,2022-01-31,15,8
8501,2022-01-31,86,8
8503,2022-01-31,15,8
8506,2022-01-31,86,8
8512,2022-01-31,15,8
8516,2022-01-31,12,2
8527,2022-01-31,15,8
8529,2022-01-31,12,2
8531,2022-01-31,88,6
8532,2022-01-31,71,2
8533,2022-01-31,15,8
8536,2022-01-31,88,6
8538,2022-01-31,71,2
8540,2022-01-31,47,7
8543,2022-01-31,86,8
8545,2022-01-31,12,2
8547,2022-01-31,86,8
8548,2022-01-31,15,8
8551,2022-01-31,15,8
8552,2022-01-31,12,2
8555,2022-01-31,88,6
8556,2022-01-31,88,6
8558,2022-01-31,12,2
8562,2022-01-31,14,5
8563,2022-01-31,14,5
8564,2022-01-31,86,8
8572,2022-01-31,93,5
8575,2022-01-31,12,2
8576,2022-01-31,86,8
8582,2022-01-31,73,6
8583,2022-01-31,86,8
8585,2022-01-31,73,6
8586,2022-01-31,15,8
8587,2022-01-31,15,8
8590,2022-01-31,86,8
8592,2022-01-31,71,2
8594,2022-01-31,12,2
8595,2022-01-31,14,5
8596,2022-01-31,73,6
8597,2022-01-31,15,8
8599,2022-01-31,88,6
8607,2022-01-31,15,8
8608,2022-01-31,73,6
8610,2022-01-31,88,6
8612,2022-01-31,71,2
8613,2022-01-31,12,2
8614,2022-01-31,15,8
8617,2022-01-31,47,7
8619,2022-01-31,15,8
8621,2022-01-31,88,6
8624,2022-01-31,84,1
8625,2022-01-31,71,2
8628,2022-01-31,84,1
8630,2022-01-31,88,6
8632,2022-01-31,95,4
8635,2022-01-31,93,5
8637,2022-01-31,73,6
8638,2022-01-31,12,2
8639,2022-01-31,73,6
8644,2022-01-31,73,6
8647,2022-01-31,88,6
8649,2022-01-31,95,4
8650,2022-01-31,15,8
8652,2022-01-31,12,2
8653,2022-01-31,15,8
8658,2022-01-31,88,6
8659,2022-01-31,86,8
8664,2022-01-31,14,5
8673,2022-01-31,57,10
8675,2022-01-31,73,6
8677,2022-01-31,95,4
8680,2022-01-31,88,6
8681,2022-01-31,12,2
8682,2022-01-31,73,6
8684,2022-01-31,47,7
8686,2022-01-31,73,6
8687,2022-01-31,88,6
8688,2022-01-31,84,1
8693,2022-01-31,73,6
8695,2022-01-31,88,6
8697,2022-01-31,71,2
8699,2022-01-31,12,2
8707,2022-01-31,86,8
8708,2022-01-31,23,1
8709,2022-01-31,15,8
8710,2022-01-31,93,5
8711,2022-01-31,71,2
8712,2022-01-31,73,6
8713,2022-01-31,84,1
8714,2022-01-31,57,10
8716,2022-01-31,15,8
8718,2022-01-31,88,6
8719,2022-01-31,86,8
8721,2022-01-31,73,6
8722,2022-01-31,84,1
8729,2022-01-31,12,2
8731,2022-01-31,86,8
8735,2022-01-31,23,1
8738,2022-01-31,12,2
8740,2022-01-31,15,8
8741,2022-01-31,95,4
8742,2022-01-31,12,2
8743,2022-01-31,84,1
8744,2022-01-31,71,2
8745,2022-01-31,12,2
8746,2022-01-31,84,1
8747,2022-01-31,86,8
8748,2022-01-31,47,7
8749,2022-01-31,15,8
8753,2022-01-31,57,10
8754,2022-01-31,93,5
8755,2022-01-31,15,8
8758,2022-01-31,47,7
8760,2022-01-31,73,6
8761,2022-01-31,47,7
8766,2022-01-31,86,8
8772,2022-01-31,84,1
8773,2022-01-31,71,2
8775,2022-01-31,93,5
8776,2022-01-31,73,6
8777,2022-01-31,15,8
8778,2022-01-31,95,4
8780,2022-01-31,71,2
8782,2022-01-31,47,7
8783,2022-01-31,14,5
8785,2022-01-31,93,5
8790,2022-01-31,12,2
8793,2022-01-31,15,8
8795,2022-01-31,93,5
8796,2022-01-31,47,7
8797,2022-01-31,88,6
8798,2022-01-31,15,8
8799,2022-01-31,47,7
8800,2022-01-31,93,5
8803,2022-01-31,15,8
8806,2022-01-31,57,10
8808,2022-01-31,15,8
8809,2022-01-31,86,8
8811,2022-01-31,14,5
8813,2022-01-31,15,8
8814,2022-01-31,84,1
8817,2022-01-31,23,1
8818,2022-01-31,47,7
8822,2022-01-31,86,8
8826,2022-01-31,86,8
8828,2022-01-31,57,10
8832,2022-01-31,84,1
8835,2022-01-31,71,2
8845,2022-01-31,15,8
8846,2022-01-31,84,1
8848,2022-01-31,23,1
8849,2022-01-31,57,10
8858,2022-01-31,23,1
8859,2022-01-31,86,8
8862,2022-01-31,12,2
8863,2022-01-31,23,1
8864,2022-01-31,95,4
8865,2022-01-31,86,8
8866,2022-01-31,71,2
8869,2022-01-31,15,8
8871,2022-01-31,93,5
8872,2022-01-31,15,8
8873,2022-01-31,23,1
8876,2022-01-31,15,8
8878,2022-01-31,86,8
8882,2022-01-31,47,7
8883,2022-01-31,84,1
8884,2022-01-31,57,10
8888,2022-01-31,71,2
8890,2022-01-31,71,2
8891,2022-01-31,57,10
8894,2022-01-31,84,1
8895,2022-01-31,95,4
8896,2022-01-31,88,6
8898,2022-01-31,12,2
8900,2022-01-31,73,6
8901,2022-01-31,57,10
8904,2022-01-31,57,10
8907,2022-01-31,57,10
8908,2022-01-31,95,4
8910,2022-01-31,84,1
8911,2022-01-31,47,7
8912,2022-01-31,95,4
8913,2022-01-31,71,2
8914,2022-01-31,12,2
8915,2022-01-31,93,5
8918,2022-01-31,93,5
8919,2022-01-31,95,4
8922,2022-01-31,12,2
8923,2022-01-31,47,7
8928,2022-01-31,57,10
8929,2022-01-31,47,7
8932,2022-01-31,88,6
8933,2022-01-31,15,8
8934,2022-01-31,57,10
8936,2022-01-31,47,7
8938,2022-01-31,57,10
8939,2022-01-31,15,8
8941,2022-01-31,57,10
8943,2022-01-31,15,8
8944,2022-01-31,47,7
8946,2022-01-31,12,2
8947,2022-01-31,15,8
8948,2022-01-31,47,7
8949,2022-01-31,23,1
8950,2022-01-31,88,6
8951,2022-01-31,71,2
8953,2022-01-31,12,2
8955,2022-01-31,84,1
8961,2022-01-31,84,1
8965,2022-01-31,84,1
8970,2022-01-31,86,8
8972,2022-01-31,93,5
8975,2022-01-31,47,7
8977,2022-01-31,47,7
8978,2022-01-31,86,8
8982,2022-01-31,23,1
8983,2022-01-31,47,7
8987,2022-01-31,47,7
8988,2022-01-31,71,2
8992,2022-01-31,47,7
8995,2022-01-31,47,7
8997,2022-01-31,93,5
8998,2022-01-31,57,10
9005,2022-01-31,71,2
9008,2022-01-31,88,6
9010,2022-01-31,23,1
9011,2022-01-31,47,7
9013,2022-01-31,14,5
9014,2022-01-31,14,5
9016,2022-01-31,86,8
9018,2022-01-31,47,7
9019,2022-01-31,84,1
9020,2022-01-31,88,6
9027,2022-01-31,93,5
9035,2022-01-31,88,6
9037,2022-01-31,71,2
9039,2022-01-31,73,6
9041,2022-01-31,88,6
9042,2022-01-31,14,5
9045,2022-01-31,95,4
9046,2022-01-31,12,2
9048,2022-01-31,57,10
9050,2022-01-31,12,2
9051,2022-01-31,57,10
9057,2022-01-31,88,6
9059,2022-01-31,57,10
9061,2022-01-31,88,6
9062,2022-01-31,73,6
9063,2022-01-31,15,8
9070,2022-01-31,57,10
9075,2022-01-31,86,8
9076,2022-01-31,47,7
9081,2022-01-31,57,10
9083,2022-01-31,88,6
9084,2022-01-31,86,8
9085,2022-01-31,84,1
9087,2022-01-31,86,8
9088,2022-01-31,88,6
9089,2022-01-31,73,6
9090,2022-01-31,73,6
9091,2022-01-31,73,6
9092,2022-01-31,15,8
9093,2022-01-31,47,7
9095,2022-01-31,14,5
9096,2022-01-31,12,2
9097,2022-01-31,88,6
9101,2022-01-31,57,10
9105,2022-01-31,93,5
9108,2022-01-31,47,7
9109,2022-01-31,93,5
9110,2022-01-31,47,7
9119,2022-01-31,86,8
9123,2022-01-31,57,10
9127,2022-01-31,47,7
9133,2022-01-31,47,7
9135,2022-01-31,88,6
9138,2022-01-31,93,5
9139,2022-01-31,86,8
9140,2022-01-31,84,1
9141,2022-01-31,23,1
9143,2022-01-31,57,10
9144,2022-01-31,88,6
9146,2022-01-31,23,1
9148,2022-01-31,84,1
9152,2022-01-31,88,6
9155,2022-01-31,23,1
9160,2022-01-31,47,7
9161,2022-01-31,15,8
9162,2022-01-31,57,10
9164,2022-01-31,86,8
9165,2022-01-31,84,1
9167,2022-01-31,93,5
9169,2022-01-31,57,10
9172,2022-01-31,57,10
9174,2022-01-31,86,8
9187,2022-01-31,84,1
9191,2022-01-31,93,5
9192,2022-01-31,47,7
9194,2022-01-31,12,2
9197,2022-01-31,57,10
9205,2022-01-31,57,10
9208,2022-01-31,88,6
9209,2022-01-31,14,5
9210,2022-01-31,93,5
9212,2022-01-31,57,10
9215,2022-01-31,57,10
9217,2022-01-31,57,10
9219,2022-01-31,84,1
9221,2022-01-31,15,8
9227,2022-01-31,57,10
9229,2022-01-31,86,8
9230,2022-01-31,95,4
9235,2022-01-31,23,1
9237,2022-01-31,95,4
9238,2022-01-31,23,1
9241,2022-01-31,95,4
9242,2022-01-31,93,5
9243,2022-01-31,11,7
9246,2022-01-31,86,8
9248,2022-01-31,93,5
9250,2022-01-31,86,8
9255,2022-01-31,71,2
9257,2022-01-31,15,8
9258,2022-01-31,86,8
9259,2022-01-31,71,2
9263,2022-01-31,15,8
9265,2022-01-31,57,10
9268,2022-01-31,57,10
9270,2022-01-31,86,8
9271,2022-01-31,14,5
9272,2022-01-31,57,10
9277,2022-01-31,57,10
9280,2022-01-31,14,5
9281,2022-01-31,14,5
9285,2022-01-31,15,8
9286,2022-01-31,11,7
9290,2022-01-31,14,5
9292,2022-01-31,11,7
9293,2022-01-31,11,7
9297,2022-01-31,23,1
9298,2022-01-31,15,8
9300,2022-01-31,86,8
9308,2022-01-31,71,2
9309,2022-01-31,14,5
9310,2022-01-31,15,8
9311,2022-01-31,73,6
9314,2022-01-31,12,2
9319,2022-01-31,11,7
9320,2022-01-31,23,1
9321,2022-01-31,15,8
9323,2022-01-31,15,8
9333,2022-01-31,95,4
9334,2022-01-31,88,6
9338,2022-01-31,23,1
9339,2022-01-31,84,1
9340,2022-01-31,15,8
9342,2022-01-31,88,6
9347,2022-01-31,93,5
9348,2022-01-31,23,1
9350,2022-01-31,88,6
9351,2022-01-31,15,8
9361,2022-01-31,86,8
9363,2022-01-31,23,1
9364,2022-01-31,84,1
9368,2022-01-31,57,10
9370,2022-01-31,86,8
9371,2022-01-31,23,1
9372,2022-01-31,57,10
9373,2022-01-31,57,10
9374,2022-01-31,15,8
9375,2022-01-31,86,8
9381,2022-01-31,86,8
9382,2022-01-31,23,1
9383,2022-01-31,11,7
9386,2022-01-31,57,10
9387,2022-01-31,57,10
9388,2022-01-31,23,1
9389,2022-01-31,57,10
9393,2022-01-31,57,10
9402,2022-01-31,23,1
9404,2022-01-31,71,2
9411,2022-01-31,71,2
9415,2022-01-31,15,8
9417,2022-01-31,15,8
9421,2022-01-31,11,7
9428,2022-01-31,88,6
9430,2022-01-31,95,4
9432,2022-01-31,12,2
9434,2022-01-31,12,2
9435,2022-01-31,12,2
9436,2022-01-31,14,5
9437,2022-01-31,95,4
9440,2022-01-31,73,6
9441,2022-01-31,14,5
9443,2022-01-31,95,4
9447,2022-01-31,12,2
9448,2022-01-31,84,1
9449,2022-01-31,12,2
9450,2022-01-31,95,4
9454,2022-01-31,93,5
9457,2022-01-31,23,1
9458,2022-01-31,84,1
9460,2022-01-31,23,1
9463,2022-01-31,93,5
9464,2022-01-31,11,7
9465,2022-01-31,95,4
9467,2022-01-31,93,5
9468,2022-01-31,23,1
9470,2022-01-31,93,5
9471,2022-01-31,57,10
9472,2022-01-31,12,2
9473,2022-01-31,12,2
9475,2022-01-31,93,5
9476,2022-01-31,57,10
9477,2022-01-31,93,5
9479,2022-01-31,23,1
9480,2022-01-31,57,10
9481,2022-01-31,93,5
9487,2022-01-31,12,2
9490,2022-01-31,11,7
9495,2022-01-31,23,1
9496,2022-01-31,84,1
9498,2022-01-31,11,7
9501,2022-01-31,57,10
9505,2022-01-31,93,5
9508,2022-01-31,57,10
9513,2022-01-31,84,1
9518,2022-01-31,93,5
9521,2022-01-31,57,10
9523,2022-01-31,23,1
9525,2022-01-31,93,5
9527,2022-01-31,84,1
9528,2022-01-31,93,5
9529,2022-01-31,86,8
9530,2022-01-31,95,4
9531,2022-01-31,84,1
9532,2022-01-31,57,10
9537,2022-01-31,57,10
9538,2022-01-31,71,2
9541,2022-01-31,57,10
9544,2022-01-31,15,8
9550,2022-01-31,93,5
9552,2022-01-31,57,10
9555,2022-01-31,57,10
9556,2022-01-31,88,6
9558,2022-01-31,57,10
9559,2022-01-31,15,8
9565,2022-01-31,12,2
9566,2022-01-31,88,6
9567,2022-01-31,57,10
9568,2022-01-31,93,5
9571,2022-01-31,57,10
9572,2022-01-31,14,5
9579,2022-01-31,93,5
9581,2022-01-31,84,1
9582,2022-01-31,88,6
9583,2022-01-31,57,10
9586,2022-01-31,57,10
9587,2022-01-31,88,6
9588,2022-01-31,11,7
9590,2022-01-31,23,1
9592,2022-01-31,86,8
9593,2022-01-31,86,8
9596,2022-01-31,12,2
9598,2022-01-31,95,4
9599,2022-01-31,57,10
9605,2022-01-31,86,8
9608,2022-01-31,15,8
9609,2022-01-31,11,7
9610,2022-01-31,93,5
9614,2022-01-31,88,6
9615,2022-01-31,11,7
9616,2022-01-31,88,6
9618,2022-01-31,11,7
9619,2022-01-31,84,1
9621,2022-01-31,57,10
9623,2022-01-31,23,1
9627,2022-01-31,71,2
9628,2022-01-31,88,6
9634,2022-01-31,14,5
9637,2022-01-31,57,10
9649,2022-01-31,11,7
9650,2022-01-31,14,5
9652,2022-01-31,57,10
9654,2022-01-31,93,5
9656,2022-01-31,73,6
9657,2022-01-31,84,1
9663,2022-01-31,57,10
9664,2022-01-31,71,2
9666,2022-01-31,57,10
9667,2022-01-31,95,4
9671,2022-01-31,57,10
9673,2022-01-31,88,6
9675,2022-01-31,57,10
9678,2022-01-31,12,2
9680,2022-01-31,14,5
9681,2022-01-31,23,1
9683,2022-01-31,12,2
9685,2022-01-31,23,1
9686,2022-01-31,14,5
9690,2022-01-31,73,6
9696,2022-01-31,93,5
9698,2022-01-31,12,2
9699,2022-01-31,95,4
9700,2022-01-31,93,5
9701,2022-01-31,23,1
9703,2022-01-31,23,1
9704,2022-01-31,71,2
9707,2022-01-31,84,1
9709,2022-01-31,93,5
9713,2022-01-31,73,6
9714,2022-01-31,57,10
9715,2022-01-31,57,10
9716,2022-01-31,57,10
9718,2022-01-31,71,2
9719,2022-01-31,12,2
9720,2022-01-31,12,2
9723,2022-01-31,57,10
9725,2022-01-31,71,2
9726,2022-01-31,57,10
9729,2022-01-31,57,10
9731,2022-01-31,12,2
40709,2022-02-28,88,6
40710,2022-02-28,12,2
40711,2022-02-28,98,8
40713,2022-02-28,57,10
40720,2022-02-28,23,1
40722,2022-02-28,71,2
40727,2022-02-28,57,10
40731,2022-02-28,23,1
40732,2022-02-28,71,2
40734,2022-02-28,89,1
40736,2022-02-28,86,7
40737,2022-02-28,86,7
40738,2022-02-28,73,6
40742,2022-02-28,15,8
40744,2022-02-28,86,7
40747,2022-02-28,73,6
40748,2022-02-28,57,10
40754,2022-02-28,86,7
40755,2022-02-28,88,6
40756,2022-02-28,86,7
40758,2022-02-28,88,6
40760,2022-02-28,86,7
40762,2022-02-28,88,6
40763,2022-02-28,89,1
40766,2022-02-28,57,10
40768,2022-02-28,57,10
40775,2022-02-28,88,6
40780,2022-02-28,47,8
40781,2022-02-28,89,1
40783,2022-02-28,88,6
40784,2022-02-28,89,1
40785,2022-02-28,86,7
40787,2022-02-28,12,2
40789,2022-02-28,98,8
40791,2022-02-28,15,8
40795,2022-02-28,89,1
40797,2022-02-28,71,2
40798,2022-02-28,12,2
40800,2022-02-28,12,2
40801,2022-02-28,15,8
40808,2022-02-28,71,2
40809,2022-02-28,89,1
40810,2022-02-28,57,10
40814,2022-02-28,23,1
40816,2022-02-28,47,8
40817,2022-02-28,57,10
40822,2022-02-28,71,2
40825,2022-02-28,89,1
40826,2022-02-28,12,2
40831,2022-02-28,98,8
40835,2022-02-28,71,2
40837,2022-02-28,71,2
40838,2022-02-28,12,2
40841,2022-02-28,73,6
40842,2022-02-28,73,6
40843,2022-02-28,57,10
40844,2022-02-28,71,2
40846,2022-02-28,57,10
40847,2022-02-28,86,7
40850,2022-02-28,89,1
40851,2022-02-28,47,8
40853,2022-02-28,12,2
40854,2022-02-28,89,1
40855,2022-02-28,47,8
40856,2022-02-28,71,2
40862,2022-02-28,86,7
40863,2022-02-28,95,4
40864,2022-02-28,15,8
40866,2022-02-28,47,8
40868,2022-02-28,86,7
40869,2022-02-28,86,7
40880,2022-02-28,57,10
40881,2022-02-28,98,8
40887,2022-02-28,71,2
40892,2022-02-28,12,2
40893,2022-02-28,15,8
40894,2022-02-28,89,1
40895,2022-02-28,89,1
40897,2022-02-28,23,1
40900,2022-02-28,86,7
40901,2022-02-28,71,2
40904,2022-02-28,84,1
40906,2022-02-28,12,2
40913,2022-02-28,57,10
40914,2022-02-28,12,2
40915,2022-02-28,89,1
40918,2022-02-28,89,1
40919,2022-02-28,95,4
40920,2022-02-28,12,2
40921,2022-02-28,57,10
40924,2022-02-28,23,1
40925,2022-02-28,89,1
40930,2022-02-28,23,1
40932,2022-02-28,12,2
40933,2022-02-28,73,6
40934,2022-02-28,57,10
40935,2022-02-28,89,1
40936,2022-02-28,73,6
