SaleDetailID,SaleID,ProductID,Qty
13534,8545,9,1
13536,8547,9,1
13538,8548,1,1
13546,8551,1,2
13547,8552,1,2
13551,8555,9,1
13554,8556,9,1
13559,8558,9,2
13564,8562,9,1
13566,8563,9,1
13568,8564,1,1
13577,8572,1,1
13578,8572,4,2
13580,8572,5,1
13584,8575,9,2
13587,8576,9,1
13596,8582,1,1
13598,8583,1,2
13600,8585,3,2
13601,8586,1,1
13603,8587,1,1
13606,8590,9,1
13608,8592,9,2
13610,8592,4,1
13613,8594,9,1
13614,8595,4,5
13617,8595,9,4
13620,8595,1,1
13622,8596,54,1
13623,8596,9,1
13625,8597,4,2
13628,8599,54,1
13640,8607,9,1
13641,8608,1,1
13645,8610,1,1
13648,8612,9,3
13649,8613,9,2
13650,8614,9,1
13654,8617,9,1.5
13656,8619,9,1
13659,8621,54,1
13662,8621,1,1
13667,8624,54,2
13668,8625,9,1
13669,8625,9,1
13672,8628,9,1
13675,8630,1,1
13681,8632,1,1
13685,8635,1,1
13687,8637,9,1
13689,8638,9,1
13690,8639,3,2
13698,8644,9,2.5
13708,8647,54,5
13712,8649,1,1
13713,8650,1,1
13718,8652,9,1
13719,8653,9,1
13726,8658,9,1
13728,8659,1,1
13736,8664,4,7
13739,8664,9,2
13741,8664,3,2
13761,8673,9,1
13764,8675,9,2
13767,8677,3,1
13773,8680,3,1
13774,8681,1,2
13775,8681,9,2
13777,8681,4,1
13778,8682,9,2
13783,8684,9,1
13785,8686,9,1
13786,8686,54,1
13789,8687,9,1
13790,8688,9,1
13798,8693,9,1
13801,8695,1,1
13806,8697,9,1
13811,8699,3,1
13813,8699,9,1
13823,8707,9,1
13825,8708,9,4
13826,8708,54,1
13830,8709,54,1
13831,8710,1,1
13832,8710,9,1
13833,8711,54,1
13834,8712,1,2
13835,8712,5,1
13837,8713,9,1
13838,8714,1,2
13841,8716,9,1
13844,8718,9,2
13847,8719,54,2
13854,8721,9,1
13855,8722,1,1
13856,8722,9,1
13866,8729,3,4
13869,8731,9,1
13874,8735,9,4
13884,8738,3,1
13890,8740,3,1
13891,8740,9,1
13892,8741,3,1
13894,8742,9,1
13897,8743,9,2
13899,8744,9,2
13901,8745,9,1
13902,8746,1,2
13904,8747,9,1
13906,8748,1,2
13909,8749,9,1
13915,8753,9,3
13916,8754,54,3
13918,8755,9,1
13921,8758,4,4
13923,8760,9,1.5
13924,8761,54,2
13931,8766,3,1
13932,8766,9,1
13933,8766,9,1
13934,8766,1,1
13942,8772,54,1
13943,8772,9,2
13944,8772,1,1
13945,8773,9,1
13948,8775,9,2
13950,8776,5,1
13951,8777,9,1
13953,8778,9,2.5
13956,8780,9,2
13962,8782,1,1
13966,8783,54,1
13968,8783,3,5
13970,8785,1,1
13983,8790,3,1
13987,8793,9,1
13989,8795,9,1
13991,8796,9,3
13993,8797,9,4
13995,8797,1,1
13997,8798,54,1
14000,8799,54,1.5
14001,8800,9,1
14006,8803,9,1
14010,8806,9,1
14014,8808,9,1
14015,8809,9,1
14018,8811,1,1
14020,8813,9,1
14021,8814,1,3
14027,8817,9,1
14028,8818,1,1
14036,8822,9,1
14040,8826,1,2
14043,8828,9,1
14048,8832,1,2
14055,8835,9,1
14056,8835,1,4
14069,8845,9,1
14074,8846,54,1
14078,8848,54,3
14079,8849,9,1.5
14080,8849,54,1
14092,8858,9,1
14096,8859,9,2
14103,8862,9,1
14104,8863,9,1
14106,8864,9,1
14107,8865,9,1
14108,8866,9,2
14116,8869,4,1
14117,8869,9,1
14119,8871,9,1
14121,8872,9,1
14123,8873,54,1
14129,8876,9,1
14132,8878,3,1
14137,8882,1,1
14138,8883,3,2
14140,8884,9,1
14146,8888,3,4
14147,8888,1,1
14150,8890,1,1
14151,8891,9,1
14157,8894,9,1
14158,8895,1,13
14159,8895,9,10
14160,8895,5,5
14161,8895,3,10
14164,8896,4,1
14168,8898,3,2
14170,8900,9,2
14173,8901,9,1
14177,8904,3,1
14180,8907,3,1
14181,8908,1,1
14185,8910,9,1
14188,8911,54,2
14190,8912,1,1
14191,8913,9,2
14193,8914,3,2
14194,8915,9,2
14200,8918,54,1
14201,8919,4,1
14206,8922,54,1
14207,8923,9,2
14218,8928,9,1
14221,8929,1,1
14222,8929,4,1
14226,8932,9,1
14228,8933,1,2
14231,8934,9,2
14233,8936,1,2
14235,8938,9,3
14236,8939,9,1
14239,8941,3,1.5
14241,8943,9,1
14243,8944,3,2
14245,8946,9,1
14246,8946,3,1
14248,8947,3,1
14249,8947,1,3
14251,8948,3,1
14252,8949,9,3
14253,8950,54,1
14254,8951,9,1
14257,8953,3,1
14260,8955,9,2
14268,8961,5,1
14272,8965,9,1
14278,8970,3,1
14280,8972,1,1
14284,8975,9,2
14287,8977,1,1
14288,8978,9,2
14294,8982,5,2
14295,8983,1,3
14302,8987,1,1
14303,8988,4,2
14307,8992,3,5
14308,8992,9,2
14310,8992,54,1
14315,8995,9,1
14319,8997,54,2
14321,8998,9,1
14329,9005,9,1
14333,9008,4,3
14338,9010,5,1
14339,9010,3,1
14342,9011,54,1
14345,9013,1,1
14348,9014,1,1
14351,9016,9,1
14353,9018,9,1
14355,9019,5,1
14357,9020,4,1
14364,9027,9,1
14365,9027,1,2
14374,9035,3,1
14378,9037,1,1
14382,9039,9,1
14384,9041,9,2
14387,9042,3,1
14390,9045,1,2
14392,9046,1,1
14397,9048,3,1
14400,9050,3,1
14401,9051,9,1
14410,9057,9,1
14413,9059,9,1
14415,9061,9,1
14418,9062,9,1
14421,9062,54,1
14423,9063,1,3
14436,9070,3,1
14441,9075,9,1
14442,9076,9,2
14447,9081,9,1
14450,9081,5,1
14454,9083,9,1
14455,9084,9,1
14456,9085,5,1
14459,9087,9,1
14461,9088,54,1
14463,9089,1,2
14464,9090,9,3
14465,9091,9,3
14466,9092,9,1
14470,9093,5,1
14471,9093,9,2
14482,9095,1,1
14483,9096,4,1
14484,9097,9,1
14489,9101,3,2.5
14494,9105,9,1
14499,9108,1,2
14500,9109,1,1
14502,9110,54,1
14514,9119,9,1
14520,9123,9,1
14524,9127,9,1.5
14534,9133,9,1
14537,9135,9,1
14540,9138,9,1
14541,9139,9,1
14544,9140,1,1
14545,9140,9,4
14546,9141,1,2
14548,9143,1,2
14550,9144,54,2
14553,9146,5,1
14556,9148,9,2
14561,9152,9,1
14564,9155,9,1
14568,9155,54,1
14573,9160,9,1
14577,9161,9,2
14580,9162,9,2
14585,9164,9,1
14588,9165,54,1
14590,9167,1,1
14593,9169,9,1
14597,9172,1,1
14600,9174,9,3
14617,9187,9,2
14618,9187,3,1
14626,9191,54,3
14627,9192,3,1
14631,9194,4,9
14634,9197,1,1
14635,9197,3,1
14646,9205,1,1
14649,9208,1,1
14651,9209,1,4
14652,9210,1,1
14653,9210,5,1
14656,9212,3,2
14659,9215,3,1
14661,9217,3,1
14663,9219,54,1
14665,9221,9,1
14674,9227,9,1
14677,9229,1,2
14679,9230,1,2
14682,9230,3,1
14688,9235,1,1
14691,9237,9,2
14694,9238,9,2
14698,9241,9,2
14699,9242,1,1
14700,9243,54,1
14704,9246,9,1
14708,9248,54,1
14712,9250,9,1
14718,9255,4,2
14721,9257,1,1
14722,9258,9,1
14724,9259,3,1
14729,9263,1,2
14731,9265,9,1
14735,9268,1,1
14738,9270,9,2
14739,9271,9,1
14741,9272,9,3
14749,9277,1,2
14752,9280,9,2
14753,9281,9,2
14758,9285,54,2
14759,9286,3,1
14761,9286,1,1
14765,9290,1,2
14767,9292,1,1
14768,9293,9,1
14774,9297,1,2
14775,9298,9,1
14777,9300,1,3
14790,9308,3,1
14791,9309,1,1
14794,9310,9,1
14795,9311,5,1
14800,9314,1,2
14805,9319,9,1
14806,9319,9,1
14808,9320,9,1
14809,9321,9,4
14810,9321,1,2
14815,9323,1,1
14828,9333,1,2
14830,9334,9,1
14834,9338,9,1
14835,9338,1,1
14836,9339,4,4
14838,9339,54,1
14840,9340,1,1
14842,9342,9,1
14848,9347,1,1
14849,9348,9,1
14851,9350,9,2
14852,9351,54,4
14866,9361,9,7
14868,9363,5,1
14871,9364,54,1
14876,9368,3,1
14880,9370,1,1
14881,9371,9,1
14882,9372,9,1
14883,9372,3,1
14884,9373,1,1
14885,9374,9,1
14886,9374,9,1
14888,9375,1,1
14894,9381,1,3
14895,9382,1,1
14896,9383,9,1
14899,9386,54,1
14900,9387,3,3
14901,9388,1,1
14902,9389,54,1
14906,9393,3,1
14918,9402,9,2
14921,9404,1,2
14928,9411,9,2
14932,9415,9,3
14935,9417,9,1
14939,9421,9,1
14950,9428,9,1
14952,9430,6,1
14955,9432,3,1
14957,9434,3,1
14958,9435,1,3
14960,9436,3,10
14961,9437,9,1
14962,9437,5,2
14966,9440,1,2
14967,9441,9,2
14969,9443,54,2
14976,9447,3,1
14979,9448,54,1
14980,9449,9,1
14984,9450,1,1
14989,9454,1,1
14992,9457,4,1
14996,9458,1,1
14998,9460,1,1
15001,9463,3,1
15002,9464,1,1
15004,9465,9,2
15005,9465,54,1
15010,9467,1,2
15011,9468,1,3
15016,9470,1,1
15018,9471,9,1
15020,9472,9,1
15021,9473,9,1
15024,9475,1,1
15025,9476,1,1
15026,9477,1,1
15028,9477,9,1
15032,9479,1,1
15033,9480,3,1
15034,9481,9,1
15043,9487,3,1
15047,9490,9,1
15055,9495,1,1
15056,9496,5,1
15058,9498,1,1
15062,9501,3,1
15066,9505,9,1.5
15069,9508,54,1
15076,9513,3,1
15083,9518,1,1
15087,9521,1,2
15089,9523,1,2
15091,9525,9,1.5
15096,9527,9,1
15097,9528,1,1
15098,9528,9,1
15099,9529,1,3
15100,9530,9,1
15102,9531,9,1
15103,9532,3,1.5
15111,9537,9,1
15112,9538,1,1
15116,9541,9,1.5
15121,9544,9,1
15128,9550,9,1
15133,9552,5,1
15137,9555,9,1
15139,9556,9,2
15141,9558,1,1
15142,9559,1,1
15151,9565,9,2
15152,9566,9,2
15153,9567,9,1
15154,9568,1,1
15160,9571,9,1
15161,9572,9,1
15169,9579,9,1
15171,9581,9,2
15174,9582,3,1
15175,9582,1,2
15176,9583,1,1
15180,9586,1,2
15182,9587,1,2
15183,9588,1,1
15186,9590,1,1
15189,9592,9,1
15190,9593,1,1
15193,9596,9,2
15194,9596,1,3
15195,9596,54,1.5
15197,9598,3,1
15198,9599,1,1
15204,9605,9,1
15207,9608,1,1
15210,9609,9,1
15211,9610,9,1
15215,9614,9,1
15216,9615,3,9
15217,9615,1,1
15219,9616,1,1
15222,9618,9,1
15223,9619,9,1
15225,9621,3,1
15226,9621,1,1
15230,9623,1,1
15231,9623,9,1
15235,9627,4,1
15239,9628,54,2
15245,9634,3,3
15248,9637,3,1
15249,9637,1,1
15262,9649,1,2.5
15264,9650,1,2
15267,9652,1,3
15268,9652,3,2
15270,9654,9,1.5
15272,9656,9,2
15274,9657,9,1
15281,9663,3,1
15282,9664,54,2
15284,9666,1,1
15286,9667,4,1
15291,9671,3,1
15292,9671,9,1
15294,9673,9,1
15296,9675,9,2
15301,9678,9,1
15304,9678,54,4
15305,9678,1,3
15307,9680,1,1
15308,9681,9,1
15312,9683,1,1
15316,9685,1,1
15317,9686,3,1
15321,9690,3,1
15330,9696,1,2
15334,9698,1,1
15335,9699,1,1
15338,9700,9,1
15339,9701,9,1
15341,9703,1,4
15342,9704,9,1
15345,9707,9,4
15348,9709,1,1
15354,9713,3,2
15355,9714,9,1
15356,9715,9,2
15357,9716,5,1
15360,9718,4,1
15364,9719,54,3
15365,9719,9,1
15367,9720,1,1
15370,9723,1,2
15373,9725,1,2
15374,9726,9,1
15377,9729,3,1
15379,9731,9,1
64960,40709,4,1
64962,40710,3,5
64963,40710,1,1
64965,40711,9,1
64968,40713,9,1
64978,40720,1,2
64980,40722,3,1
64985,40727,9,3
64989,40731,1,2
64990,40732,1,2
64991,40732,3,2
64993,40734,9,1.5
64997,40736,9,1
65000,40737,1,1.5
65001,40738,3,1
65007,40742,5,1
65011,40744,9,2
65014,40747,1,4
65015,40747,9,1
65016,40748,1,2
65024,40754,9,2
65026,40755,9,1
65028,40756,1,1
65031,40758,4,1
65033,40760,1,1
65034,40760,9,1
65037,40762,1,2
65038,40762,1,1
65039,40763,1,1
65042,40766,9,1
65045,40768,9,10
65053,40775,9,1
65058,40780,5,1
65059,40781,1,3
65064,40783,9,1
65066,40784,1,2
65068,40785,9,1
65070,40787,3,1
65072,40789,9,1
65074,40791,9,1
65079,40795,5,3
65080,40795,9,2
65082,40797,1,1
65084,40798,3,1
65087,40800,9,3
65088,40801,1,3
65096,40808,3,1
65097,40809,1,1
65098,40810,9,1
65106,40814,54,1
65109,40816,9,2
65110,40816,3,1
65112,40817,9,1
65119,40822,3,1
65125,40825,9,1
65127,40826,9,1
65134,40831,1,1
65135,40831,9,1
65139,40835,3,1
65141,40837,9,1
65142,40838,1,1
65146,40841,1,3
65147,40841,3,2
65148,40842,9,1
65152,40843,9,1
65153,40844,1,2
65156,40846,9,1
65158,40847,9,1
65161,40850,9,1
65163,40851,3,2
65168,40853,4,1
65173,40854,1,1
65174,40855,9,1
65176,40856,3,1
65182,40862,3,2
65184,40863,4,1
65185,40864,1,1
65188,40866,9,1
65191,40868,3,1
65192,40869,9,1
65193,40869,5,1
65207,40880,9,1
65208,40881,3,1
65215,40887,1,1
65216,40887,4,1
65222,40892,3,1
65223,40893,9,1
65225,40894,9,1
65226,40895,9,1
65230,40897,9,6
65233,40897,5,2
65236,40900,54,1
65237,40901,3,1
65241,40904,9,2
65244,40906,1,2.5
65254,40913,9,2
65259,40914,9,1
65260,40914,9,1
65261,40915,1,2
65262,40915,3,3
65266,40918,3,1
65268,40919,9,1
65269,40919,9,1
65270,40920,4,5
65271,40921,9,1
65278,40924,54,1
65280,40924,9,2
65281,40925,9,2
65286,40930,1,1
65288,40932,4,1
65291,40933,3,2
65292,40934,9,1
65295,40935,1,1
65296,40936,9,2
65298,40937,9,2
65304,40938,1,2
65306,40938,9,1
65309,40941,4,3
65312,40942,3,1
65314,40944,1,1
65316,40946,9,2
65318,40946,54,3
65321,40948,9,2
65322,40949,9,1.5
65323,40950,54,1.5
65324,40950,1,1
65325,40950,3,3
65330,40952,9,1
65332,40954,1,1
65335,40956,1,1
65337,40958,1,1
65338,40959,3,2
65339,40960,5,1
65342,40960,9,1
65353,40966,9,1
65354,40967,1,1
65355,40968,9,2
65364,40973,9,1
65365,40974,1,1
65366,40975,3,1
65367,40976,9,2
65374,40982,9,1
65380,40984,54,1
65385,40989,1,1
65391,40990,54,1
65393,40990,1,1
65396,40992,1,1
65405,40999,9,1
65411,40999,54,1
65415,41000,9,1
65418,41001,54,2
65420,41002,3,2
65421,41002,9,2
65427,41006,9,1
65428,41007,1,1
65430,41007,3,1
65431,41008,1,1
65433,41010,54,1
65437,41013,9,1
65441,41017,9,1
65442,41018,1,2
65444,41019,3,2
65448,41023,3,2
65450,41023,9,2
65452,41025,9,5
65453,41026,3,1
65454,41026,1,1
65458,41029,9,2
65463,41030,1,1
65466,41032,9,10
65469,41034,1,1
65470,41035,1,1
65471,41036,1,2
65478,41040,1,2
65483,41044,9,3
65484,41045,5,1
65485,41046,54,1
65491,41048,5,3
65492,41049,9,1
65493,41050,1,1
65501,41054,9,1
65503,41056,1,3
65506,41059,1,1
65507,41059,1,2
65508,41059,3,1
65512,41061,1,1
65513,41062,54,1
65514,41063,9,1
65515,41064,1,1
65521,41066,4,2
65532,41076,1,1
65533,41077,54,1
65535,41078,1,1
65536,41079,9,1
65537,41080,3,2
65538,41081,9,3
65540,41083,1,1
65542,41085,5,1
65545,41086,4,1
65546,41087,9,1
65548,41088,1,1
65553,41092,9,1
65554,41093,3,1
65555,41094,1,3
65557,41095,4,2
65560,41097,1,1
65561,41097,9,1
65562,41098,1,1
65563,41098,1,2
65565,41099,1,2
65569,41101,1,1
65571,41102,5,1
65572,41103,54,1
65580,41109,5,1
65584,41113,9,1
65586,41115,3,2
65587,41116,1,1
65592,41118,9,2
65595,41121,1,2
65598,41123,1,2
65600,41124,1,1
65601,41124,4,1
65603,41125,9,2
65607,41129,9,1
65609,41131,9,1
65610,41132,1,2
65611,41133,9,1
65613,41134,3,2
65618,41138,9,1
65619,41138,9,1
65623,41141,9,1
65624,41142,9,2
65629,41144,9,2
65634,41148,3,1
65635,41149,4,1
65639,41152,54,5
65649,41160,3,2
65652,41163,9,1
65653,41164,3,1
65654,41165,9,1
65659,41169,3,1
65660,41170,3,1
65661,41171,3,1
65665,41174,5,1.5
65667,41174,1,2
65668,41174,3,1
65669,41175,1,1
65672,41177,5,1
65676,41181,1,1
65682,41184,54,5
65686,41186,1,2
65688,41187,1,2
65689,41188,1,1
65690,41188,9,1
65698,41191,1,1
65699,41192,9,1
65700,41193,1,3
65703,41196,1,1
65704,41197,1,2
65706,41199,3,2
65709,41200,1,1
65712,41202,4,1
65713,41203,1,2
65717,41207,1,2
65718,41208,9,2
65722,41211,4,2
65725,41213,4,1
65726,41213,4,4
65727,41213,3,3
65728,41214,9,1
65729,41215,9,1
65730,41216,3,1
65732,41218,3,1
65733,41219,1,1.5
65736,41221,54,3
65738,41221,3,1
65741,41224,4,1
65744,41227,1,1
65750,41231,3,3
65751,41232,1,1
65755,41234,9,1
65757,41236,9,7
65760,41237,3,2
65764,41240,54,1
65766,41242,9,1
65768,41244,1,1
65778,41253,9,1
65781,41255,3,1
65782,41256,9,1
65784,41257,54,5
65787,41257,1,1
65789,41258,9,1
65790,41258,1,2
65802,41266,9,2
65803,41267,4,1
65804,41268,9,1
65807,41270,3,1
65808,41271,1,2
65809,41272,3,1
65814,41276,3,7
65815,41277,1,1
65817,41279,3,2
65820,41281,9,1
65824,41285,9,2
65825,41286,3,1
65826,41286,9,2
65827,41287,9,1
65829,41288,1,2
65832,41290,9,1
65836,41294,3,1
65839,41295,1,1
65841,41296,3,2
65844,41299,1,1
65846,41300,9,1
65848,41301,1,1
65851,41302,3,1
65852,41303,1,2
65853,41304,9,1
65856,41307,9,1
65857,41308,1,1
65860,41310,1,1
65861,41310,4,1
65865,41312,9,1
65866,41313,4,1
65868,41314,54,1
65872,41316,1,1
65873,41316,1,1
65875,41318,1,2
65882,41322,1,1
65886,41324,9,2
65887,41324,3,5
65895,41331,9,4
65897,41332,9,1
65898,41333,9,1
65901,41335,9,1
65903,41337,1,1
65904,41338,9,3
65909,41342,9,1
65910,41343,9,1
65914,41346,1,2
65916,41347,9,1
65920,41351,4,1
65922,41352,9,1
65923,41353,9,1
65931,41359,9,1
65932,41360,1,1
65940,41366,3,1
65944,41369,9,1
65949,41372,1,1
65950,41373,9,1
65952,41374,1,1
65956,41378,9,1
65957,41379,9,1
65958,41379,9,1
65959,41379,1,2
65960,41380,54,1
65961,41381,9,1
65962,41382,3,1.5
65964,41384,1,2
65965,41384,3,2
